CustomerID,Recency,Frequency,Monetary,TotalQuantity,ProductDiversity,TransactionCount,AverageOrderValue,BasketSize
15291,26,15,4668.3,2103,62,103,311.22,140.2
15292,201,1,178.39,55,24,24,178.39,55.0
15296,51,6,3672.86,1766,137,194,612.14,294.33
15297,10,3,641.94,292,30,39,213.98,97.33
15298,2,12,4799.9,3116,115,192,399.99,259.67
15299,67,7,4507.01,2948,7,7,643.86,421.14
15300,64,1,496.44,292,28,28,496.44,292.0
15301,51,12,5049.95,2751,167,242,420.83,229.25
15303,290,1,574.02,248,31,31,574.02,248.0
15304,61,8,694.4,104,8,23,86.8,13.0
15306,64,3,1174.3500000000001,810,57,58,391.45,270.0
15307,96,1,205.3,37,12,12,205.3,37.0
15308,274,1,310.47,175,19,19,310.47,175.0
15311,1,91,60632.75,38147,567,2366,666.29,419.2
15312,75,4,924.85,516,42,47,231.21,129.0
15313,110,1,52.0,25,1,1,52.0,25.0
15314,199,1,327.97,313,24,24,327.97,313.0
15315,64,2,570.5,862,35,37,285.25,431.0
15316,327,1,165.0,100,1,1,165.0,100.0
15318,4,1,312.62,642,33,33,312.62,642.0
15319,284,1,204.5,175,16,16,204.5,175.0
15320,44,1,267.13,326,36,36,267.13,326.0
15321,71,3,2748.31,1181,83,95,916.1,393.67
15322,86,1,679.68,416,42,42,679.68,416.0
15325,104,1,161.74,231,47,48,161.74,231.0
15326,334,1,311.71,386,29,29,311.71,386.0
15327,53,1,208.75,116,10,10,208.75,116.0
15329,39,3,1049.7,486,51,57,349.9,162.0
15330,32,2,714.9599999999999,1312,10,13,357.48,656.0
15332,366,4,1661.06,652,29,35,415.26,163.0
15333,208,1,1028.56,344,16,16,1028.56,344.0
15334,157,3,350.82,273,67,98,116.94,91.0
15335,54,1,170.22,79,34,35,170.22,79.0
15339,66,2,574.07,416,77,86,287.04,208.0
15341,81,1,2020.52,812,17,17,2020.52,812.0
15342,130,1,406.09000000000003,283,24,24,406.09,283.0
15343,87,1,364.5,84,21,21,364.5,84.0
15344,1,3,563.94,116,21,26,187.98,38.67
15345,46,1,393.54,81,20,20,393.54,81.0
15346,333,1,252.42000000000002,144,17,17,252.42,144.0
15347,366,1,201.60000000000002,130,5,5,201.6,130.0
15348,72,1,158.04,84,9,9,158.04,84.0
15349,158,2,463.91,321,65,71,231.96,160.5
15350,373,1,115.65,51,5,5,115.65,51.0
15351,12,7,1934.66,742,157,219,276.38,106.0
15353,255,2,770.12,341,59,61,385.06,170.5
15355,29,2,277.05,45,9,14,138.52,22.5
15356,31,10,2718.03,1643,215,499,271.8,164.3
15358,5,22,8347.2,7050,292,551,379.42,320.45
15360,40,1,427.93,223,13,13,427.93,223.0
15361,362,1,418.92,336,7,7,418.92,336.0
15363,373,1,326.0,144,16,16,326.0,144.0
15364,96,2,913.19,493,29,29,456.6,246.5
15365,26,7,2314.32,1084,65,114,330.62,154.86
15366,75,2,602.51,621,37,44,301.26,310.5
15367,57,4,1877.5900000000001,1057,91,95,469.4,264.25
15368,21,1,446.94000000000005,230,4,4,446.94,230.0
15370,41,7,2386.05,830,65,94,340.86,118.57
15372,137,1,2007.4,2924,27,27,2007.4,2924.0
15373,8,12,2415.91,500,74,132,201.33,41.67
15374,129,1,168.0,126,3,3,168.0,126.0
15376,40,3,1221.56,615,100,116,407.19,205.0
15379,169,7,3703.29,2305,145,194,529.04,329.29
15380,9,5,1690.26,376,22,36,338.05,75.2
15381,214,2,596.85,171,8,8,298.42,85.5
15382,15,6,5955.71,4012,193,302,992.62,668.67
15384,170,2,642.41,596,34,41,321.2,298.0
15385,40,1,316.88,161,12,12,316.88,161.0
15386,186,1,394.14,446,31,31,394.14,446.0
15388,270,1,140.54,88,10,10,140.54,88.0
15389,172,1,500.0,400,1,1,500.0,400.0
15392,5,4,1535.53,1277,74,84,383.88,319.25
15393,16,2,231.86,150,10,12,115.93,75.0
15394,10,4,2183.54,910,54,85,545.88,227.5
15395,326,1,107.45,17,7,7,107.45,17.0
15396,113,1,288.18,122,14,14,288.18,122.0
15397,290,1,94.0,20,6,6,94.0,20.0
15398,16,2,1345.53,769,60,73,672.76,384.5
15399,1,3,815.77,611,45,50,271.92,203.67
15400,92,5,716.2,390,10,12,143.24,78.0
15402,149,2,626.77,694,35,42,313.38,347.0
15405,189,1,349.1,193,8,8,349.1,193.0
15406,31,2,510.71000000000004,254,51,53,255.36,127.0
15407,34,4,1046.74,552,142,148,261.68,138.0
15408,264,1,267.18,106,34,34,267.18,106.0
15410,84,8,3450.84,1200,48,122,431.36,150.0
15411,26,4,1348.93,529,86,98,337.23,132.25
15412,171,1,190.53,108,10,10,190.53,108.0
15414,10,3,774.9000000000001,443,37,39,258.3,147.67
15415,313,1,559.61,551,46,47,559.61,551.0
15416,65,4,3984.32,2090,165,192,996.08,522.5
15417,85,1,508.8,284,28,28,508.8,284.0
15419,25,1,135.86,230,8,8,135.86,230.0
15421,59,4,950.36,500,40,53,237.59,125.0
15422,323,2,97.7,38,6,6,48.85,19.0
15423,38,1,43.5,101,2,2,43.5,101.0
15424,254,2,383.34,554,17,17,191.67,277.0
15426,19,5,1404.07,656,217,275,280.81,131.2
15427,33,3,1430.54,967,233,292,476.85,322.33
15428,15,1,93.78,102,6,6,93.78,102.0
15429,27,2,397.35,380,77,82,198.68,190.0
15432,23,1,171.19000000000003,65,10,10,171.19,65.0
15433,214,2,533.3,534,40,41,266.65,267.0
15434,8,5,1041.48,647,40,55,208.3,129.4
15435,22,1,149.29,54,29,29,149.29,54.0
15436,12,3,1067.75,574,243,291,355.92,191.33
15437,262,1,200.16,79,44,45,200.16,79.0
15438,131,1,156.57999999999998,59,25,25,156.58,59.0
15440,55,3,383.68,197,50,62,127.89,65.67
15442,249,1,594.0,120,2,2,594.0,120.0
15443,2,7,3213.59,1639,237,372,459.08,234.14
15444,9,2,1411.21,759,191,214,705.6,379.5
15445,264,1,113.5,58,5,5,113.5,58.0
15447,331,1,155.17000000000002,85,9,9,155.17,85.0
15448,313,1,494.64,232,28,28,494.64,232.0
15449,26,3,974.52,812,47,60,324.84,270.67
15450,30,1,429.84,376,30,30,429.84,376.0
15452,30,3,528.48,280,47,56,176.16,93.33
15453,2,7,1371.77,837,169,279,195.97,119.57
15454,362,1,179.1,86,23,25,179.1,86.0
15456,283,3,434.59,633,48,58,144.86,211.0
15457,262,1,237.07,132,56,58,237.07,132.0
15458,25,1,161.64,156,7,7,161.64,156.0
15460,354,1,214.26,107,53,56,214.26,107.0
15462,94,3,234.6,172,9,11,78.2,57.33
15463,29,1,126.14,106,7,7,126.14,106.0
15464,338,1,1044.65,348,155,155,1044.65,348.0
15465,20,18,7354.62,1257,43,97,408.59,69.83
15466,85,1,334.53,246,56,57,334.53,246.0
15467,9,3,524.88,310,41,52,174.96,103.33
15468,51,2,467.51,155,24,24,233.76,77.5
15469,50,2,538.55,153,24,24,269.27,76.5
15471,2,1,454.48,256,67,73,454.48,256.0
15472,113,1,371.56,251,76,76,371.56,251.0
15473,14,7,1771.2,672,4,11,253.03,96.0
15475,77,1,454.11,319,29,29,454.11,319.0
15478,40,2,1399.92,575,34,44,699.96,287.5
15480,116,1,905.5,303,45,45,905.5,303.0
15482,16,12,10879.76,5004,46,97,906.65,417.0
15483,161,4,225.26,291,74,84,56.32,72.75
15484,1,4,3590.41,3150,135,187,897.6,787.5
15485,30,3,2564.5,1281,59,85,854.83,427.0
15488,93,1,91.32000000000001,73,2,2,91.32,73.0
15489,23,3,1134.28,608,47,50,378.09,202.67
15491,95,6,3100.09,1646,108,154,516.68,274.33
15492,28,2,659.46,483,32,35,329.73,241.5
15493,33,5,1953.41,551,177,289,390.68,110.2
15494,21,2,1280.58,1139,120,122,640.29,569.5
15497,18,2,1262.2,624,13,15,631.1,312.0
15498,3,27,13316.4,6105,360,512,493.2,226.11
15500,8,4,1131.56,572,64,68,282.89,143.0
15502,16,12,10384.93,4236,164,213,865.41,353.0
15503,363,1,141.04,70,66,66,141.04,70.0
15504,81,1,52.83,33,13,13,52.83,33.0
15505,53,5,3610.96,2390,90,97,722.19,478.0
15506,23,3,972.08,842,121,161,324.03,280.67
15507,172,1,475.86,160,41,45,475.86,160.0
15508,189,6,1000.27,440,78,92,166.71,73.33
15510,331,1,250.0,2,1,1,250.0,2.0
15511,12,5,900.53,269,117,158,180.11,53.8
15512,156,2,121.0,68,7,7,60.5,34.0
15513,33,19,14758.22,5709,183,308,776.75,300.47
15514,12,11,4023.7200000000003,2098,96,166,365.79,190.73
15516,45,3,62.43,27,15,15,20.81,9.0
15517,233,1,267.03,293,27,27,267.03,293.0
15518,64,8,1921.55,1263,135,210,240.19,157.88
15520,2,1,343.5,314,18,18,343.5,314.0
15521,40,8,3000.2,1836,116,185,375.02,229.5
15522,33,2,397.99,572,47,56,199.0,286.0
15523,84,1,412.01000000000005,132,10,10,412.01,132.0
15524,25,1,440.0,4,1,1,440.0,4.0
15525,2,3,734.37,387,133,156,244.79,129.0
15526,33,2,148.44,24,4,4,74.22,12.0
15527,19,8,2428.53,991,127,162,303.57,123.88
15528,254,1,229.33,123,26,26,229.33,123.0
15529,23,11,3962.6,3455,415,662,360.24,314.09
15530,22,4,1497.31,938,90,107,374.33,234.5
15531,8,2,1972.39,1085,196,219,986.2,542.5
15532,25,4,1564.73,515,205,251,391.18,128.75
15533,19,3,807.57,289,73,83,269.19,96.33
15535,173,4,502.9,135,55,72,125.72,33.75
15537,163,1,110.92,29,24,24,110.92,29.0
15539,7,1,538.46,410,41,41,538.46,410.0
15540,11,1,213.3,200,15,15,213.3,200.0
15541,114,1,85.13000000000001,49,29,29,85.13,49.0
15543,288,1,127.86,86,26,28,127.86,86.0
15544,9,9,3546.71,3109,122,259,394.08,345.44
15545,54,2,288.96999999999997,162,78,80,144.48,81.0
15547,7,14,4910.6,3999,441,695,350.76,285.64
15549,77,3,1681.46,694,104,114,560.49,231.33
15550,4,4,575.63,295,43,61,143.91,73.75
15551,37,1,436.06,218,29,29,436.06,218.0
15552,217,1,90.12,60,17,17,90.12,60.0
15553,60,1,428.93,449,51,55,428.93,449.0
15554,278,1,217.2,74,14,14,217.2,74.0
15555,12,16,4794.86,4427,401,887,299.68,276.69
15556,24,1,279.77,236,31,31,279.77,236.0
15557,29,1,468.91,213,16,19,468.91,213.0
15561,12,4,800.5899999999999,267,27,27,200.15,66.75
15562,352,1,134.55,39,1,1,134.55,39.0
15563,22,4,1400.44,1501,88,113,350.11,375.25
15565,50,2,173.16000000000003,60,8,8,86.58,30.0
15567,19,1,186.01,223,7,7,186.01,223.0
15568,3,3,758.29,461,27,53,252.76,153.67
15569,104,5,1375.71,666,27,31,275.14,133.2
15570,7,12,4148.82,2063,231,319,345.73,171.92
15571,12,4,650.4300000000001,264,47,57,162.61,66.0
15572,5,7,2533.42,1213,166,212,361.92,173.29
15573,32,2,591.1899999999999,355,88,97,295.59,177.5
15574,178,4,675.64,332,131,152,168.91,83.0
15576,38,1,921.37,394,43,43,921.37,394.0
15577,151,3,258.88,89,39,39,86.29,29.67
15578,162,1,127.1,52,13,13,127.1,52.0
15579,69,2,327.6,117,45,48,163.8,58.5
15581,121,13,3675.77,283,134,146,282.75,21.77
15582,25,3,682.9100000000001,453,39,44,227.64,151.0
15584,24,4,720.86,313,89,122,180.22,78.25
15585,177,1,455.3,320,31,31,455.3,320.0
15587,50,4,913.68,312,3,9,228.42,78.0
15589,256,3,478.53,243,28,29,159.51,81.0
15592,47,1,388.58,354,24,24,388.58,354.0
15593,71,1,199.8,60,5,5,199.8,60.0
15594,16,5,1771.78,983,85,103,354.36,196.6
15596,101,5,1406.59,561,51,77,281.32,112.2
15597,35,1,324.57,279,22,22,324.57,279.0
15598,53,1,240.68,160,14,14,240.68,160.0
15599,27,2,761.74,718,50,52,380.87,359.0
15601,11,14,6776.56,4983,230,410,484.04,355.93
15602,8,9,1297.8700000000001,1137,30,46,144.21,126.33
15603,79,1,48.480000000000004,96,2,2,48.48,96.0
15604,52,1,216.39000000000001,159,17,17,216.39,159.0
15605,36,5,1198.23,441,61,67,239.65,88.2
15606,61,9,2920.16,892,48,77,324.46,99.11
15607,337,1,104.76,202,13,13,104.76,202.0
15608,28,4,1093.68,714,59,60,273.42,178.5
15609,184,1,298.48,148,16,16,298.48,148.0
15610,52,1,112.46000000000001,66,6,6,112.46,66.0
15611,10,13,1591.45,504,23,43,122.42,38.77
15612,36,2,195.15,52,4,6,97.58,26.0
15615,10,23,10399.74,5508,184,423,452.16,239.48
15618,33,4,776.851,454,39,45,194.21,113.5
15619,11,1,336.4,136,3,3,336.4,136.0
15620,57,3,1553.18,915,92,100,517.73,305.0
15621,4,4,1293.03,501,11,16,323.26,125.25
15622,43,9,3709.56,1674,169,185,412.17,186.0
15623,141,1,301.03000000000003,125,19,19,301.03,125.0
15624,117,4,588.13,357,26,34,147.03,89.25
15625,104,4,1534.26,1188,44,64,383.56,297.0
15626,75,2,675.8,766,49,49,337.9,383.0
15628,5,9,2870.2400000000002,1894,85,155,318.92,210.44
15630,45,2,1186.35,800,57,60,593.17,400.0
15632,16,8,3285.31,2109,107,167,410.66,263.62
15634,17,1,243.55,99,15,15,243.55,99.0
15636,90,2,724.76,284,20,25,362.38,142.0
15637,53,1,223.36,128,15,15,223.36,128.0
15639,134,1,425.32,323,25,25,425.32,323.0
15640,4,15,12416.11,6572,240,476,827.74,438.13
15641,105,4,1887.2,1562,102,119,471.8,390.5
15643,192,3,664.0,246,31,33,221.33,82.0
15644,166,4,803.54,550,166,232,200.88,137.5
15645,19,1,612.01,256,50,52,612.01,256.0
15646,158,3,447.64000000000004,394,35,35,149.21,131.33
15648,204,2,639.5,218,23,24,319.75,109.0
15649,336,2,816.0,192,1,2,408.0,96.0
15651,37,3,646.3,479,27,32,215.43,159.67
15652,91,1,337.74,208,21,21,337.74,208.0
15653,93,2,877.44,1200,4,6,438.72,600.0
15654,9,2,922.53,475,15,21,461.26,237.5
15655,243,1,560.6700000000001,324,34,34,560.67,324.0
15656,45,4,748.5,343,46,47,187.12,85.75
15657,23,1,30.0,24,1,1,30.0,24.0
15658,190,5,1024.1000000000001,242,40,48,204.82,48.4
15659,44,1,306.45,111,11,11,306.45,111.0
15660,25,9,1600.86,1050,55,90,177.87,116.67
15661,317,2,309.8,236,4,5,154.9,118.0
15663,106,1,138.14,106,9,9,138.14,106.0
15664,51,1,386.43,157,17,17,386.43,157.0
15665,168,2,2222.21,1654,92,115,1111.1,827.0
15667,40,1,301.32000000000005,240,13,13,301.32,240.0
15668,218,1,76.32000000000001,72,1,1,76.32,72.0
15669,40,4,684.34,342,31,33,171.08,85.5
15670,297,1,173.05,91,12,12,173.05,91.0
15671,19,7,2657.13,1699,52,78,379.59,242.71
15673,88,4,2726.23,1451,107,138,681.56,362.75
15674,73,5,2446.6,1275,88,114,489.32,255.0
15675,81,3,323.69,527,20,21,107.9,175.67
15676,19,3,3435.76,2252,191,202,1145.25,750.67
15677,49,1,657.23,319,33,33,657.23,319.0
15678,53,1,352.7,184,12,12,352.7,184.0
15679,24,4,781.28,1170,98,110,195.32,292.5
15680,9,3,1333.68,952,61,78,444.56,317.33
15681,25,5,1426.16,816,32,53,285.23,163.2
15683,117,1,193.75,131,10,10,193.75,131.0
15687,9,9,2993.1,1310,119,166,332.57,145.56
15689,120,2,254.1,84,8,9,127.05,42.0
15690,4,2,239.76,408,19,19,119.88,204.0
15691,252,1,136.8,72,2,2,136.8,72.0
15692,28,1,191.04,138,12,12,191.04,138.0
15694,1,14,6479.4,1677,42,78,462.81,119.79
15695,267,2,409.98,212,22,22,204.99,106.0
15696,33,8,2711.11,1015,140,168,338.89,126.88
15699,18,1,309.65,113,18,18,309.65,113.0
15700,172,2,696.68,357,85,86,348.34,178.5
15701,2,4,1529.0,912,193,230,382.25,228.0
15703,265,1,211.5,66,5,5,211.5,66.0
15704,140,4,2293.62,1028,79,117,573.4,257.0
15705,201,1,143.1,62,6,6,143.1,62.0
15706,64,4,1060.56,321,50,55,265.14,80.25
15707,35,4,916.98,594,126,205,229.24,148.5
15708,41,7,3235.25,1217,124,273,462.18,173.86
15709,284,1,133.25,121,6,6,133.25,121.0
15712,9,5,1072.3600000000001,486,41,53,214.47,97.2
15713,143,2,356.7,150,18,19,178.35,75.0
15714,12,2,330.03000000000003,186,34,34,165.02,93.0
15716,146,4,1101.11,738,101,117,275.28,184.5
15717,234,1,150.3,70,7,7,150.3,70.0
15719,33,13,5030.07,2718,299,931,386.93,209.08
15720,24,1,598.73,281,128,128,598.73,281.0
15721,12,1,471.40000000000003,388,80,84,471.4,388.0
15722,36,5,2211.21,1023,45,67,442.24,204.6
15723,365,1,190.70000000000002,73,37,38,190.7,73.0
15724,201,2,218.25,73,11,11,109.12,36.5
15725,15,1,415.25,221,32,32,415.25,221.0
15727,17,7,5159.06,3063,213,301,737.01,437.57
15729,213,1,85.0,28,5,5,85.0,28.0
15730,66,3,1120.88,689,68,70,373.63,229.67
15732,212,2,294.12,215,13,14,147.06,107.5
15733,283,1,162.3,62,10,10,162.3,62.0
15734,115,2,1339.45,346,25,26,669.72,173.0
15737,15,8,1188.1200000000001,597,60,71,148.52,74.62
15738,19,16,4812.42,2982,46,173,300.78,186.38
15739,66,1,449.12,472,8,8,449.12,472.0
15740,49,1,154.88,152,9,9,154.88,152.0
15743,16,4,775.96,214,59,86,193.99,53.5
15744,78,1,34.8,120,3,3,34.8,120.0
15745,19,4,1094.5900000000001,421,57,62,273.65,105.25
15746,134,1,196.88,178,28,28,196.88,178.0
15747,13,3,946.64,466,52,90,315.55,155.33
15748,40,1,144.36,50,19,20,144.36,50.0
15749,235,3,44534.3,18028,5,10,14844.77,6009.33
15750,3,8,2463.05,1783,214,291,307.88,222.88
15752,40,7,2626.6,1960,236,405,375.23,280.0
15753,305,1,79.2,144,1,1,79.2,144.0
15754,51,3,458.57,199,24,28,152.86,66.33
15755,10,6,2364.25,1427,127,141,394.04,237.83
15756,61,4,528.01,241,160,191,132.0,60.25
15757,66,2,714.42,491,43,45,357.21,245.5
15758,25,1,205.25,47,9,9,205.25,47.0
15759,218,3,253.04000000000002,60,5,7,84.35,20.0
15762,65,2,583.75,251,37,37,291.88,125.5
15763,32,2,1086.92,271,58,61,543.46,135.5
15764,88,6,3279.9700000000003,2050,150,180,546.66,341.67
15766,64,1,315.06,170,11,11,315.06,170.0
15768,116,3,621.83,244,23,27,207.28,81.33
15769,7,26,56252.72,29672,26,130,2163.57,1141.23
15773,6,1,635.6800000000001,311,10,10,635.68,311.0
15774,69,1,270.8,87,25,25,270.8,87.0
15775,245,1,104.9,68,7,7,104.9,68.0
15776,133,1,241.62,138,18,18,241.62,138.0
15777,241,4,1047.1100000000001,378,18,21,261.78,94.5
15780,184,3,475.28000000000003,220,26,29,158.43,73.33
15781,25,3,345.46000000000004,180,20,20,115.15,60.0
15782,10,3,2614.74,864,34,43,871.58,288.0
15783,11,1,246.3,212,14,14,246.3,212.0
15785,33,5,2328.9700000000003,1612,58,83,465.79,322.4
15786,46,3,4919.0,3340,257,266,1639.67,1113.33
15787,26,3,933.26,534,156,200,311.09,178.0
15789,358,1,351.3,438,25,25,351.3,438.0
15790,10,1,218.75,113,34,34,218.75,113.0
15791,44,2,1612.69,731,66,75,806.34,365.5
15793,15,3,965.61,553,6,12,321.87,184.33
15795,150,1,610.01,581,42,42,610.01,581.0
15796,1,8,2708.61,860,70,132,338.58,107.5
15797,113,4,2207.4,873,8,8,551.85,218.25
15799,76,3,884.14,955,94,98,294.71,318.33
15800,107,2,696.89,332,116,117,348.44,166.0
15801,46,3,1063.95,570,61,64,354.65,190.0
15802,143,1,451.42,1,1,1,451.42,1.0
15803,51,1,415.82000000000005,290,8,8,415.82,290.0
15804,1,13,4206.39,2565,170,262,323.57,197.31
15805,23,17,5488.18,3367,220,299,322.83,198.06
15806,46,3,784.58,602,24,31,261.53,200.67
15807,50,3,903.9,430,48,48,301.3,143.33
15808,306,4,3651.27,1305,142,195,912.82,326.25
15809,36,5,515.77,301,31,35,103.15,60.2
15810,79,4,1391.98,861,66,89,348.0,215.25
15811,22,6,2218.62,1071,117,133,369.77,178.5
15812,107,5,1801.14,922,36,41,360.23,184.4
15813,208,2,1303.9099999999999,603,40,40,651.95,301.5
15814,17,4,1945.3300000000002,1271,63,72,486.33,317.75
15815,64,5,2100.6,1856,33,49,420.12,371.2
15819,49,4,1905.45,1357,96,123,476.36,339.25
15820,320,1,206.98,128,17,17,206.98,128.0
15821,44,2,570.96,202,57,62,285.48,101.0
15822,3,2,885.47,375,28,33,442.74,187.5
15823,372,1,15.0,1,1,1,15.0,1.0
15825,172,1,532.94,220,20,20,532.94,220.0
15826,56,3,1654.31,963,64,68,551.44,321.0
15827,73,14,1836.09,882,72,115,131.15,63.0
15829,99,2,636.14,996,44,51,318.07,498.0
15830,38,1,576.0,415,39,39,576.0,415.0
15831,58,3,794.64,1092,63,66,264.88,364.0
15832,254,1,836.79,465,54,54,836.79,465.0
15834,70,4,2225.15,961,242,269,556.29,240.25
15835,44,4,954.09,439,47,50,238.52,109.75
15836,50,1,137.37,26,10,10,137.37,26.0
15837,65,1,391.98,189,24,24,391.98,189.0
15838,11,19,33643.08,18368,54,167,1770.69,966.74
15839,33,3,1048.49,675,56,62,349.5,225.0
15840,59,2,355.56,396,26,27,177.78,198.0
15841,73,4,1224.06,942,36,47,306.02,235.5
15843,304,1,118.95,27,8,8,118.95,27.0
15844,46,1,130.73999999999998,134,11,11,130.74,134.0
15845,18,8,3711.77,1926,97,138,463.97,240.75
15847,38,2,389.27,449,22,22,194.64,224.5
15850,19,2,234.88,298,87,93,117.44,149.0
15852,187,2,160.71,48,22,22,80.36,24.0
15853,52,1,110.8,135,29,30,110.8,135.0
15854,4,12,2969.12,926,105,138,247.43,77.17
15855,137,5,712.24,470,59,80,142.45,94.0
15856,4,27,16143.64,10866,295,628,597.91,402.44
15857,19,1,297.0,308,14,14,297.0,308.0
15858,16,5,1427.57,1163,145,188,285.51,232.6
15860,41,8,965.16,437,105,139,120.64,54.62
15861,12,8,3146.92,2528,339,540,393.36,316.0
15862,8,4,832.88,585,142,147,208.22,146.25
15863,26,2,68.84,19,18,18,34.42,9.5
15864,22,6,1936.32,1192,16,20,322.72,198.67
15865,41,3,895.13,368,37,40,298.38,122.67
15866,101,1,211.89,124,43,43,211.89,124.0
15867,5,15,3810.14,2052,302,459,254.01,136.8
15869,277,2,149.64,175,13,15,74.82,87.5
15870,33,1,351.44,333,68,74,351.44,333.0
15872,15,2,316.25,187,101,108,158.12,93.5
15874,64,7,4405.88,2534,110,120,629.41,362.0
15877,2,2,490.33,368,122,126,245.16,184.0
15880,369,1,329.03,202,95,96,329.03,202.0
15881,312,5,501.39,260,26,29,100.28,52.0
15882,199,4,516.36,276,23,23,129.09,69.0
15883,2,2,396.48,223,42,49,198.24,111.5
15885,93,3,379.35,111,18,18,126.45,37.0
15886,60,1,181.09,147,12,12,181.09,147.0
15888,81,1,168.31,76,11,12,168.31,76.0
15889,157,2,420.07,206,79,85,210.04,103.0
15891,227,1,511.68,418,60,60,511.68,418.0
15894,253,2,258.25,164,35,37,129.12,82.0
15895,150,1,179.17,94,11,11,179.17,94.0
15897,194,2,208.59,223,17,22,104.3,111.5
15898,1,5,1383.83,567,70,84,276.77,113.4
15899,369,1,56.25,39,4,4,56.25,39.0
15900,24,1,337.28000000000003,216,44,47,337.28,216.0
15901,17,3,351.73,379,102,111,117.24,126.33
15903,10,7,5126.76,2410,46,74,732.39,344.29
15904,8,1,164.68,84,30,30,164.68,84.0
15906,20,7,1567.69,544,113,150,223.96,77.71
15907,4,3,882.72,478,175,226,294.24,159.33
15909,174,1,191.94,98,7,7,191.94,98.0
15910,1,8,1228.88,1013,215,266,153.61,126.62
15912,178,2,264.62,185,19,19,132.31,92.5
15916,16,8,1502.8600000000001,752,124,151,187.86,94.0
15917,248,1,123.1,42,12,12,123.1,42.0
15918,191,2,334.23,153,33,40,167.12,76.5
15919,20,2,525.69,385,103,122,262.85,192.5
15920,154,4,167.5,99,53,60,41.88,24.75
15921,173,1,323.03000000000003,162,24,24,323.03,162.0
15922,373,1,369.5,138,11,11,369.5,138.0
15923,373,1,127.08,122,21,21,127.08,122.0
15925,194,1,207.15,93,12,12,207.15,93.0
15930,67,1,426.63,139,21,21,426.63,139.0
15932,4,8,2495.87,2325,93,115,311.98,290.62
15933,21,3,1107.46,885,63,74,369.15,295.0
15935,239,2,416.86,115,12,12,208.43,57.5
15937,64,1,145.35000000000002,73,7,7,145.35,73.0
15938,112,5,404.58000000000004,240,13,18,80.92,48.0
15939,90,15,6115.01,4728,28,76,407.67,315.2
15940,311,1,35.8,4,1,1,35.8,4.0
15942,134,1,337.44,232,14,14,337.44,232.0
15944,277,1,325.1,50,6,6,325.1,50.0
15945,365,1,181.0,52,2,2,181.0,52.0
15947,83,1,1708.24,898,29,29,1708.24,898.0
15948,8,2,955.24,567,51,60,477.62,283.5
15949,17,2,364.72,284,12,19,182.36,142.0
15950,32,4,1744.71,719,86,97,436.18,179.75
15951,9,2,708.22,313,36,41,354.11,156.5
15952,34,4,781.91,391,65,84,195.48,97.75
15953,15,8,1657.28,891,63,97,207.16,111.38
15955,24,14,4416.26,2135,137,183,315.45,152.5
15957,32,1,428.89,211,40,42,428.89,211.0
15958,74,1,104.35,33,7,7,104.35,33.0
15963,20,2,470.76,298,26,28,235.38,149.0
15965,17,4,808.87,434,88,111,202.22,108.5
15967,23,2,397.68,205,73,80,198.84,102.5
15969,3,3,666.1,124,20,20,222.03,41.33
15970,304,1,314.09999999999997,116,11,11,314.1,116.0
15971,18,12,4199.85,1717,10,35,349.99,143.08
15973,367,1,307.82000000000005,106,4,4,307.82,106.0
15974,39,7,3442.15,2262,141,176,491.74,323.14
15975,84,1,371.01,243,24,24,371.01,243.0
15976,165,2,427.64,275,83,96,213.82,137.5
15977,17,2,1054.73,1016,48,65,527.36,508.0
15978,77,1,1098.78,888,49,49,1098.78,888.0
15980,89,3,2398.86,1560,40,43,799.62,520.0
15981,25,8,3408.48,1866,53,97,426.06,233.25
15983,22,4,1465.12,886,82,112,366.28,221.5
15984,3,10,2780.63,1815,217,258,278.06,181.5
15985,123,2,1142.42,1086,29,37,571.21,543.0
15986,30,1,168.12,268,14,14,168.12,268.0
15987,12,7,1432.77,1533,110,128,204.68,219.0
15988,19,1,156.78,180,26,26,156.78,180.0
15990,44,2,792.11,443,52,52,396.06,221.5
15992,4,1,41.989999999999995,17,3,3,41.99,17.0
15993,9,7,2777.67,2037,335,543,396.81,291.0
15994,55,1,414.27,173,31,32,414.27,173.0
15996,88,6,1032.58,380,103,127,172.1,63.33
15998,37,5,3080.22,2032,370,504,616.04,406.4
16000,3,3,12393.7,5110,9,9,4131.23,1703.33
16003,30,5,2735.37,1185,82,103,547.07,237.0
16005,12,4,578.71,280,173,201,144.68,70.0
16006,211,1,101.4,84,8,8,101.4,84.0
16007,48,4,1693.81,1388,221,381,423.45,347.0
16008,24,3,478.78,323,29,33,159.59,107.67
16009,22,4,972.11,366,68,82,243.03,91.5
16010,246,3,392.4,202,62,79,130.8,67.33
16011,8,16,3352.96,2035,99,210,209.56,127.19
16012,35,3,1415.29,799,87,94,471.76,266.33
16013,4,47,37130.6,15536,30,139,790.01,330.55
16014,38,3,646.83,258,123,138,215.61,86.0
16015,4,3,704.55,907,146,181,234.85,302.33
16016,3,8,1465.51,602,156,224,183.19,75.25
16017,47,1,211.88,102,26,32,211.88,102.0
16018,39,2,408.9,190,26,28,204.45,95.0
16019,47,9,3786.24,1733,133,160,420.69,192.56
16020,17,3,851.01,487,42,46,283.67,162.33
16022,260,1,602.63,255,68,71,602.63,255.0
16023,46,3,719.81,358,90,101,239.94,119.33
